Metro Propensity,BRT Propensity,BikeShare Propensity,Wealth,Sustainability,Population,Congestion,Sprawl,Network Density
0.0934939319,0.273154483,0.3938288559,0.304279638,0.1004979413,0.239876764,0.5298311932,0.330613935,0.4925790472
0.0794015156,0.2745883119,0.3853644809,0.3479768003,0.2521806262,0.1733148444,0.5609425731,0.6085638337,0.3530412059
0.0611980009,0.1563618067,0.396613667,0.2901512223,0.3137744149,0.1700360439,0.3541543921,0.6259814375,0.3513141387
0.0696108664,0.1494783239,0.3902162753,0.2737529776,0.109900891,0.1339203318,0.5061826889,0.6429932528,0.3587302923
0.651934499,0.2769287162,0.3517328535,0.7275660677,0.574291624,0.0921458971,0.5583446801,0.4730911974,0.7256219173
0.5579031173,0.1390756788,0.4111570112,0.5139294799,0.494550869,0,0.5062629969,0.3764626616,0.3551648503
0.4783469692,0.132904716,0.4092735589,0.5260547751,0.5464732748,0.0400406064,0.5081302555,0.4551291425,0.3045824994
0.2758719041,0.1371809826,0.4649616474,0.5128820574,0.5182611786,0.0457826128,0.4935318175,0.402740872,0.3565213291
0.2935318552,0.1305534597,0.4017049857,0.5200612163,0.5235295794,0.0433951207,0.5559406685,0.4555310244,0.3569142906
0.0317412346,0.1667414473,0.3228708605,0.8210743906,0.4415350752,0.0386029516,0.1071313579,0.6158508345,0.3015644455
0.8330203709,0.2032902556,0.4353130116,0.6239371858,0.5154111717,0.2034656535,0.3929582093,0.3250758987,0.4512090161
0.6393614387,0.2552391657,0.5661834559,0.5636396881,0.3614997356,0.1345568139,0.4193758919,0.0777218098,0.6224281134
0.0771467889,0.1281404864,0.5577613901,0.5187607192,0.4772131707,0.0458128331,0.2707847424,0.1369281592,0.4113322714
0.0397143352,0.0386050866,0.3627015519,0.1538142452,0.2843179541,0.2910754279,0.5792536756,0.7290928995,0.5032967786
0.8619437229,0.4548087693,0.3917264821,0.8608939331,0.4396823037,0.0217822176,0.3877830632,0.1909628553,0.3024765111
0.0907345385,0.3466035454,0.163071984,1,0.5754308095,0.0253455721,0.3888532437,0.1858759842,0.4533694044
0.0810040824,0.0702538979,0.3600128052,0.0815208396,0.2686936929,0.2340819575,0.6845899851,0.4496022315,0.4126633771
0.0799278412,0.0713499353,0.3944429724,0.0413190257,0.2678827644,0.1988208571,0.6900825344,0.4765981847,0.3446709839
0.4039315566,0.5030032703,0.4237121196,0.6213556985,0.5787877829,0.1081735952,0.4966557828,0.6080335014,0.3978321475
0.2559441541,0.1482464613,0.4307657318,0.4583520824,0.3151056058,0.069150462,0.5033641146,0.6906619005,0.2442887697
0.0828069801,0.2299001787,0.3821027931,0.460904484,0.3638440625,0.0775446321,0.5008257718,0.4869988579,0.4294332409
0.0934857153,0.1430210998,0.2956992186,0.0609709336,0.3109889066,0.3883480895,0.7349209847,0.4491714856,0.272918706
0.2124664481,0.1324620514,0.4204447418,0.2889960911,0.3217497343,0.3998881641,0.8897683922,0.8023505394,0.3776839331
0.0708573274,0.0283407845,0.3462144783,0.0261646858,0.2900837682,0.212292914,0.6883938281,0.426501555,0.3833406948
0.0612524754,0.0822648773,0.3900896121,0.1800937063,0.3506444321,0.0767802186,0.5687649034,0.8282604747,0.290992604
0.3214966571,0.3135666682,0.4455291062,0.37313439,0.2520822868,0.4154576598,0.7626006659,0.2384860286,0.5832921276
0.2538067679,0.089037644,0.4188296807,0.3481474187,0.4460056565,0.2000773388,0.4498975343,0.3087698978,0.5013651335
0.0804275234,0.091028776,0.4236409106,0.3413710012,0.3503719895,0.1686933687,0.4516066568,0.2614096021,0.4585805113
0.3227650234,0.0901513762,0.4173202207,0.373143623,0.496672655,0.1177593207,0.3869444274,0.3035668755,0.4221839967
0.1877339809,0.1040854274,0.3612090561,0.3627529203,0.3699737926,0.113786409,0.3606146363,0.250854023,0.4104668272
0.1198244581,0.0116325265,0.3691014756,0.0251887368,0.3236653603,0.2378056574,0.7652850673,0.4174106565,0.2515782763
0.539169427,0.0814742979,0.4448678357,0.2102446453,0.4055576434,0.0832281843,0.5944947965,0.4184263069,0.377972452
0.41447885,0.083760706,0.446058797,0.1928463581,0.3921824673,0.0490432178,0.5879614141,0.4358805445,0.4244086835
0.0870367316,0.0835991039,0.4027029009,0.1507053893,0.2994876318,0.0629953479,0.6562928928,0.2981269079,0.3670778634
0.2321837194,0.144372253,0.3042072708,0.7037777711,0.4677899995,0.1556234191,0.3062243858,0.837046951,0.2802994821
0.0929059049,0.1392549554,0.3595636059,0.5176713992,0.3506497877,0.0864122545,0.4253646541,0.5633686124,0.4061908299
0.0412036368,0.1340780965,0.3395173694,0.7298919831,0.5531421724,0.0877146187,0.1117308851,0.8612972259,0.2556057465
1,0.2822387255,0.5042841143,0.8073710583,0.3124715439,0.1619270928,0.5844221587,0.3216478056,0.5459968218
0.0576862024,0.1469471929,0.3825491095,0.6501395805,0.4029233301,0.0308425142,0.3165495596,0.2214016126,0.4018683164
0.0633449815,0.4312772906,0.3905691255,0.6744389538,0.3383063666,0.0432191856,0.5016431481,0.1982661603,0.5094887491
0.3947951938,0.1695611847,0.4447364761,0.707717542,0.3066242883,0.0218225522,0.3873319273,0.2212507426,0.4745930483
0.0474575301,0.1401126193,0.4494335293,0.6483962025,0.4124554922,0.013075694,0.3676611121,0.1440156429,0.4317363326
0.0468759526,0.1469844453,0.4933445403,0.6519185695,0.4145537997,0.0130906328,0.3247536466,0.1694136676,0.4746419382
0.8141516704,0.3506306359,0.3334791055,0.9683264801,0.3068666354,0.4281584507,0.4923092035,0.8972348144,0.8846232912
0.1632414507,0.2580942092,0.3321886893,0.8197869472,0.2338387422,0.2753122,0.5268442264,0.7478070192,0.631930588
0.5210843941,0.2464327884,0.4286026188,0.8356025588,0.2400850195,0.223672193,0.3001943355,0.7757481946,0.7668499645
0.1715623549,0.35154537,0.3688153424,0.7833936651,0.2523091724,0.1604206223,0.3588852409,0.6845117445,0.7159668304
0.426470278,0.1918718989,0.3778444963,0.7997838886,0.1918289808,0.1372942808,0.2677763104,0.7221209302,0.7250508654
0.2274679707,0.1556004023,0.4123592254,0.7825024296,0.344484223,0.1850552789,0.1731678783,0.9081644705,0.5633369444
0.2271517263,0.1733331628,0.3526128068,0.7733225777,0.278094704,0.2014122501,0.3108970428,0.8225084333,0.5030404079
0.1286287561,0.1576766446,0.4026311608,0.7865213891,0.2425337618,0.17917434,0.2681276419,0.87785385,0.6011633747
0.4467840643,0.2316397879,0.3904574757,0.9117597015,0.2623928246,0.1327944154,0.317412876,0.6504771118,0.6046595978
0.3888071486,0.1922217576,0.4242651512,0.8891157021,0.2786653486,0.1323247259,0.3571415434,0.6388009163,0.6551675638
0.0343392789,0.175511799,0.3587024837,0.7222212333,0.2798182447,0.1102260306,0.1193586443,0.7308862561,0.683386163
0.1103762971,0.3893480199,0.4041715524,0.6962151177,0.3685306695,0.1647938486,0.1235767842,0.7913083647,0.4510785602
0.341185649,0.166034132,0.2352669098,0.9685223817,0.3877532741,0.1178295155,0.4679025,0.6265153943,0.4294577553
0.1178139326,0.1521126047,0.3164942837,0.8571245801,0.2938779422,0.1031584339,0.4056948306,0.6304909539,0.5756230097
0.2544879478,0.2085311164,0.3815610523,0.8003909307,0.3348997626,0.0934669262,0.3051332137,0.6603491489,0.3988422061
0.1324624609,0.1706277191,0.4320679453,0.8171226499,0.3350542172,0.0704616537,0.1382103448,0.6766820434,0.7433809001
0.2285176993,0.1541593043,0.4047571083,0.8054112196,0.3970439772,0.0831171376,0.1865040603,0.7172892044,0.500601966
0.0823220345,0.1576649917,0.3736528088,0.7279844158,0.3828343664,0.0740875809,0.2187244665,0.7813119215,0.4000612813
0.1608481108,0.1768672965,0.360637178,0.7962638195,0.3559643803,0.0819556235,0.1800854268,0.7221625923,0.4251872575
0.1693064339,0.1693762384,0.3578735016,0.7177587394,0.3136702017,0.0679113696,0.0831152486,0.7761088354,0.5487098819
0.359832715,0.1741232151,0.3610407726,0.7821340156,0.4322565736,0.058913258,0.2753122273,0.6220855437,0.5416376877
0.2244760115,0.295177622,0.3545537014,0.7209121141,0.323535133,0.0643768418,0.0767677492,0.7038239023,0.5018442334
0.0321403255,0.451663627,0.3516369334,0.7138597389,0.3112837366,0.0965667968,0.1668644286,0.6493307787,0.4134148537
0.2594274042,0.4896630688,0.3940611689,0.7849815759,0.3410872241,0.0624699901,0.1417080638,0.6483162749,0.587322032
0.0259905619,0.1599644173,0.389003059,0.7564140842,0.3402528405,0.0620452907,0.1035162635,0.7665564208,0.413791688
0.2415234335,0.1611550215,0.3536355856,0.7254020052,0.4547214523,0.0641620801,0.20147487,0.5834226236,0.5173882465
0.027074546,0.1407229974,0.3365956028,0.7272436255,0.3690003994,0.0448568588,0.1374650289,0.6646530963,0.2409506625
0.0252688634,0.1503788476,0.4411739455,0.6956064981,0.437212835,0.0671847796,0.1546440696,0.8349656256,0.3724730256
0.0203746081,0.2984187252,0.4216700225,0.7471370218,0.4081951015,0.0713088372,0,0.8570719921,0.4029599261
0.0264575926,0.1577257751,0.3885851745,0.7311227128,0.337893692,0.0560139311,0.0803717601,0.7310017745,0.4046964212
0.0277873421,0.1667408345,0.3908619256,0.7300539272,0.3244672217,0.0441476341,0.098736216,0.680910553,0.5828463687
0.0442514415,0.2950514514,0.3583792776,0.760427267,0.3259400273,0.0670783971,0.1732954336,0.7676423008,0.4017124131
0.0005634867,0.1619380702,0.3408468271,0.7385640905,0.311850093,0.0421408375,0.1772847985,0.4885890557,0.7539153163
0.0180931093,0.1523014108,0.4017847451,0.7417841346,0.4584135051,0.0482520726,0.1172426587,0.7303602731,0.3219131496
0.0328488459,0.1413094444,0.3924530839,0.7433349642,0.333925372,0.0681843781,0.2635670331,0.7654547073,0.3798088783
0.021737363,0.1695943286,0.3439269149,0.6927277294,0.2983430513,0.0499956836,0.1032251566,0.7564050615,0.3514347557
0.1456878422,0.1721592407,0.3602048603,0.720718821,0.3330796009,0.0350728322,0.0969134569,0.5904780786,0.6103442724
0.1114246921,0.1491529827,0.3966808947,0.7369824544,0.2142014299,0.0573361003,0.2162448595,0.7231284444,0.3520627898
0.0277851596,0.1581518875,0.3334998407,0.707307694,0.3607969017,0.0412296517,0.1640965667,0.7892085544,0.2898240529
0.3341893663,0.1392329527,0.4116916823,0.7545054304,0.4091842963,0.0578021967,0.1347142286,0.7015012301,0.3703743573
0.0246780219,0.1505398919,0.3410431426,0.7262512874,0.3510950013,0.0449765835,0.1163684384,0.8464766171,0.2775473132
0.0255021225,0.1586729349,0.3469719095,0.7559058997,0.3717513262,0.0372576326,0.0492241139,0.713117248,0.3786493228
0.0290588393,0.2242006634,0.3236978152,0.8185563668,0.3774004623,0.0445393764,0.1486332721,0.6743178378,0.205903661
0.1093360319,0.1581190597,0.3798510905,0.6440085698,0.3375143277,0.0358769197,0.1115541168,0.6864025389,0.3608915112
0.3790541606,0.1814295059,0.3755364946,0.705352427,0.2801864713,0.0221976215,0.2026056536,0.7894466262,0.4506177039
0.0202776158,0.1418547306,0.4091871206,0.6731036542,0.3719119561,0.0382212634,0.0995049601,0.8094634779,0.3342588509
0.0210130276,0.1340777347,0.2574281559,0.8312848297,0.4177442104,0.0381651932,0.3460389063,0.5726830767,0.3138683245
0.0158452115,0.1560921263,0.3717963527,0.6593004225,0.3298384393,0.0338958379,0.0296148033,0.6643526372,0.4450065172
0.0165652145,0.1536524496,0.336033088,0.6522604774,0.3163071669,0.0405794376,0.1478556024,0.6117828495,0.4424315089
0.0236296139,0.1771530686,0.3620295807,0.7165587759,0.3341270658,0.0383989289,0.0835590351,0.6360218186,0.267267478
0.0175829583,0.1469705232,0.3606163214,0.6759984674,0.3463084795,0.0384708585,0.1067313688,0.7078071422,0.4550007454
0.0266436591,0.1484932645,0.3511724312,0.7173998782,0.3756814974,0.0530499359,0.1624702648,0.7034858894,0.3320080125
0,0.156041894,0.3266667027,0.7220599134,0.3221186242,0.0272494827,0.1144590994,0.5690068137,0.6651415183
0.0141033849,0.1592530939,0.3616083132,0.6978061477,0.2767590445,0.0308182392,0.0903495103,0.7924938212,0.4179599645
0.0241867964,0.1467618566,0.3273493115,0.743785207,0.3495761427,0.0528995407,0.2495175286,0.7758240496,0.28270937
0.0888911662,0.2219730719,0.32873541,0.4172862341,0.2222785355,0.0236044728,0.5331817422,0.2119928126,0.5016696372
0.2436888604,0.0441025446,0.4205325338,0.2531918821,0.4314812936,0.1163341402,0.5775944814,0.4768455904,0.4339334541
0.5195226615,0.2134267509,0.3904873077,0.2364775648,0.1901257575,0.0864520679,0.6190657605,0.9753653228,0.2224464746
0.0681653366,0.1287039686,0.3724586984,0.2655353494,0.2367947559,0.087921448,0.545636791,0.9349943615,0.4373981131
0.0425817464,0.1286848791,0.4008047563,0.298606317,0.2588462523,0.0888300615,0.5149932561,1,0.4181232548
0.0729645838,0.049171558,0.3568322205,0.1603115621,0.604208817,0.392611022,0.5912497687,0.6430379679,0.3419867106
0.0780280028,0.0845106353,0.3588676925,0.1576759725,0.5090572885,0.2925636585,0.624622547,0.6667099834,0.2391131189
0.0761728739,0.0458828479,0.3547024978,0.04668066,0.3072809225,0.3063951465,0.6897372711,0.3756787538,0.3369228455
0.0558238113,0.0561062741,0.3318375453,0.126954148,0.2848873968,0.2530978501,0.628004092,0.1708999279,0.4216535563
0.0798491564,0.0722548453,0.3361947364,0.171572457,0.2210514626,0.1169423043,0.6721404342,0.3439462005,0.3032262848
